475,614.27
476,615.49
477,616.71
478,617.93
479,619.15
480,620.37
481,621.59
482,622.81
483,624.03
484,625.25
485,626.47
486,627.69
487,628.91
488,630.13
489,631.35
490,632.57
491,633.79
492,635.01
493,636.23
494,637.45
495,638.67
496,639.89
497,641.11
498,642.33
499,643.55
500,644.77
501,645.99
502,647.21
503,648.43
504,649.65
505,650.87
506,652.09
507,653.31
508,654.53
509,655.75
510,656.97
511,658.19
512,659.41
513,660.63
514,661.85
515,663.07
516,664.29
517,665.51
518,666.73
519,667.95
520,669.17
521,670.39
522,671.61
523,672.83
524,674.05
525,675.27
526,676.49
527,677.71
528,678.93
529,680.15
530,681.37
531,682.59
532,683.81
533,685.03
534,686.25
535,687.47
536,688.69
537,689.91
538,691.13
539,692.35
540,693.57
541,694.79
542,696.01
543,697.23
544,698.45
545,699.67
546,700.89
547,702.11
548,703.33
549,704.55
550,705.77
551,706.99
552,708.21
553,709.43
554,710.65
555,711.87
556,713.09
557,714.31
558,715.53
559,716.75
560,717.97
561,719.19
562,720.41
563,721.63
564,722.85
565,724.07
566,725.29
567,726.51
568,727.73
569,728.95
570,730.17
571,731.39
572,732.61
573,733.83
574,735.05
575,736.27
576,737.49
577,738.71
578,739.93
579,741.15
580,742.37
581,743.59
582,744.81
583,746.03
584,747.25
585,748.47
586,749.69
587,750.91
588,752.13
589,753.35
590,754.57
591,755.79
592,757.01
593,758.23
594,759.45
595,760.67
596,761.89
597,763.11
598,764.33
599,765.55
600,766.77
601,767.99
602,769.21
603,770.43
604,771.65
605,772.87
606,774.09
607,775.31
608,776.53
609,777.75
610,778.97
611,780.19
612,781.41
613,782.63
614,783.85
615,785.07
616,786.29
617,787.51
618,788.73
619,789.95
620,791.17
621,792.39
622,793.61
623,794.83
624,796.05
625,797.27
626,798.49
627,799.71
628,800.93
629,802.15
630,803.37
631,804.59
632,805.81
633,807.03
634,808.25
635,809.47
636,810.69
637,811.91
638,813.13
639,814.35
640,815.57
641,816.79
642,818.01
643,819.23
644,820.45
645,821.67
646,822.89
647,824.11
648,825.33
649,826.55
650,827.77
651,828.99
652,830.21
653,831.43
654,832.65
655,833.87
656,835.09
657,836.31
658,837.53
659,838.75
660,839.97
661,841.19
662,842.41
663,843.63
664,844.85
665,846.07
666,847.29
667,848.51
668,849.73
669,850.95
670,852.17
671,853.39
672,854.61
673,855.83
674,857.05
675,858.27
676,859.49
677,860.71
678,861.93
679,863.15
680,864.37
681,865.59
682,866.81
683,868.03
684,869.25
685,870.47
686,871.69
687,872.91
688,874.13
689,875.35
690,876.57
691,877.79
692,879.01
693,880.23
694,881.45
695,882.67
696,883.89
697,885.11
698,886.33
699,887.55
700,888.77
701,889.99
702,891.21
703,892.43
704,893.65
705,894.87
706,896.09
707,897.31
708,898.53
709,899.75
710,900.97
711,902.19
712,903.41
713,904.63
714,905.85
715,907.07
716,908.29
717,909.51
718,910.73
719,911.95
720,913.17
721,914.39
722,915.61
723,916.83
724,918.05
725,919.27
726,920.49
727,921.71
728,922.93
729,924.15
730,925.37
731,926.59
732,927.81
733,929.03
734,930.25
735,931.47
736,932.69
737,933.91
738,935.13
739,936.35
740,937.57
741,938.79
742,940.01
743,941.23
744,942.45
745,943.67
746,944.89
747,946.11
748,947.33
749,948.55
750,949.77
751,950.99
752,952.21
753,953.43
754,954.65
755,955.87
756,957.09
757,958.31
758,959.53
759,960.75
760,961.97
761,963.19
762,964.41
763,965.63
764,966.85
765,968.07
766,969.29
767,970.51
768,971.73
769,972.95
770,974.17
771,975.39
772,976.61
773,977.83
774,979.05
775,980.27
776,981.49
777,982.71
778,983.93
779,985.15
780,986.37
781,987.59
782,988.81
783,990.03
784,991.25
785,992.47
786,993.69
787,994.91
788,996.13
789,997.35
790,998.57
791,999.79
792,1001.01
793,1002.23
794,1003.45
795,1004.67
796,1005.89
797,1007.11
798,1008.33
799,1009.55
800,1010.77
801,1011.99
802,1013.21
803,1014.43
804,1015.65
805,1016.87
806,1018.09
807,1019.31
808,1020.53
809,1021.75
810,1022.97
811,1024.19
812,1025.41
813,1026.63
814,1027.85
815,1029.07
816,1030.29
817,1031.51
818,1032.73
819,1033.95
820,1035.17
821,1036.39
822,1037.61
823,1038.83
824,1040.05
825,1041.27
826,1042.49
827,1043.71
828,1044.93
829,1046.15
830,1047.37
831,1048.59
832,1049.81
833,1051.03
834,1052.25
835,1053.47
836,1054.69
837,1055.91
838,1057.13
839,1058.35
840,1059.57
841,1060.79
842,1062.01
843,1063.23
844,1064.45
845,1065.67
846,1066.89
847,1068.11
848,1069.33
849,1070.55
850,1071.77
851,1072.99
852,1074.21
853,1075.43
854,1076.65
855,1077.87
856,1079.09
857,1080.31
858,1081.53
859,1082.75
860,1083.97
861,1085.19
862,1086.41
863,1087.63
864,1088.85
865,1090.07
866,1091.29
867,1092.51
868,1093.73
869,1094.95
870,1096.17
871,1097.39
872,1098.61
873,1099.83
874,1101.05
875,1102.27
876,1103.49
877,1104.71
878,1105.93
879,1107.15
880,1108.37
881,1109.59
882,1110.81
883,1112.03
884,1113.25
885,1114.47
886,1115.69
887,1116.91
888,1118.13
889,1119.35
890,1120.57
891,1121.79
892,1123.01
893,1124.23
894,1125.45
895,1126.67
896,1127.89
897,1129.11
898,1130.33
899,1131.55
900,1132.77
901,1133.99
902,1135.21
903,1136.43
904,1137.65
905,1138.87
906,1140.09
907,1141.31
908,1142.53
909,1143.75
910,1144.97
911,1146.19
912,1147.41
913,1148.63
914,1149.85
915,1151.07
916,1152.29
917,1153.51
918,1154.73
919,1155.95
920,1157.17
921,1158.39
922,1159.61
923,1160.83
924,1162.05
925,1163.27
926,1164.49
927,1165.71
928,1166.93
929,1168.15
930,1169.37
931,1170.59
932,1171.81
933,1173.03
934,1174.25
935,1175.47
936,1176.69
937,1177.91
938,1179.13
939,1180.35
940,1181.57
941,1182.79
942,1184.01
943,1185.23
944,1186.45
945,1187.67
946,1188.89
947,1190.11
948,1191.33
949,1192.55
950,1193.77
951,1194.99
952,1196.21
953,1197.43
954,1198.65
955,1199.87
956,1201.09
957,1202.31
958,1203.53
959,1204.75
960,1205.97
961,1207.19
962,1208.41
963,1209.63
964,1210.85
965,1212.07
966,1213.29
967,1214.51
968,1215.73
969,1216.95
970,1218.17
971,1219.39
972,1220.61
973,1221.83
974,1223.05
975,1224.27
976,1225.49
977,1226.71
978,1227.93
979,1229.15
980,1230.37
981,1231.59
982,1232.81
983,1234.03
984,1235.25
985,1236.47
986,1237.69
987,1238.91
988,1240.13
989,1241.35
990,1242.57
991,1243.79
992,1245.01
993,1246.23
994,1247.45
995,1248.67
996,1249.89
997,1251.11
998,1252.33
999,1253.55
